,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK,STATION_NUM,NEAREST_CEM_DIST,MEAN_PRICE,DIFFERENCE
6967,9 England Street,Hamilton Hill,562000,3,1,2.0,809,127,1965.0,16000,Fremantle Station,5500,2019-04-01,6163,-32.08328,115.79009,PORT SCHOOL,1.1142321223437417,200.0,19.0,4809.763455927183,649155.8788598574,-87155.87885985745
6968,17 Brearley Mews,Hillarys,925000,4,2,2.0,855,243,1993.0,19900,Whitfords Station,4000,2019-04-01,6025,-31.80402,115.74035,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.6599821070592692,58.0,12.0,3441.8746910951927,649155.8788598574,275844.12114014255
6969,6 Treen Close,High Wycombe,505000,4,2,2.0,453,165,2006.0,14400,Midland Station,4800,2019-04-01,6057,-31.934148,116.009705,DARLING RANGE SPORTS COLLEGE,4.6187286398977365,137.0,9.0,4715.98349442964,649155.8788598574,-144155.87885985745
6970,22 Ackworth crescent,Warwick,610000,4,2,2.0,705,140,1976.0,14000,Warwick Station,1400,2019-04-01,6024,-31.83482824,115.8060992,WARWICK SENIOR HIGH SCHOOL,0.979999656207561,138.0,12.0,4679.6390532122205,649155.8788598574,-39155.87885985745
6971,53 Partridge Bend,Byford,412500,4,2,2.0,631,220,2013.0,33200,Armadale Station,8500,2019-04-01,6122,-32.22809457,115.9940137,BYFORD SECONDARY COLLEGE,0.9037587977888796,116.0,6.0,24970.68851085477,649155.8788598574,-236655.87885985745
6972,29 Jane Brook Drive,Jane Brook,430000,4,2,2.0,791,188,2002.0,20600,Midland Station,5700,2019-04-01,6056,-31.85899,116.04764,SWAN VIEW SENIOR HIGH SCHOOL,3.184255117492793,149.0,12.0,4874.971743905326,649155.8788598574,-219155.87885985745
6973,12 Diego Court,Trigg,1050000,3,2,2.0,255,154,,11900,Stirling Station,4500,2019-04-01,6029,-31.88809,115.75753,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.485573294033818,7.0,8.0,9543.30625716003,649155.8788598574,400844.12114014255
6974,20 Mann Street,Cottesloe,1855000,6,2,2.0,795,245,1945.0,9500,Grant Street Station,255,2019-04-01,6011,-31.9877,115.76737,PRESBYTERIAN LADIES COLLEGE,0.6953683461853072,11.0,10.0,3985.306986102599,649155.8788598574,1205844.1211401424
6975,28 Mindarie Drive,Quinns Rocks,810000,4,2,4.0,1047,269,1972.0,34200,Butler Station,4500,2019-04-01,6030,-31.67542,115.70196,MINDARIE SENIOR COLLEGE,0.4241938418825475,111.0,16.0,15648.673870296529,649155.8788598574,160844.12114014255
6976,55 Tuscan Street,Rossmoyne,1560000,4,2,2.0,834,188,1971.0,9500,Bull Creek Station,2000,2019-04-01,6148,-32.03726,115.87216,ROSSMOYNE SENIOR HIGH SCHOOL,1.013092205249532,16.0,14.0,9011.44431377113,649155.8788598574,910844.1211401426
6977,7 Sardinia Place,Secret Harbour,525000,4,2,2.0,714,279,1995.0,51100,Warnbro Station,8500,2019-04-01,6173,-32.40137,115.74903,COMET BAY COLLEGE,2.073383596049117,35.0,10.0,13769.318490720154,649155.8788598574,-124155.87885985745
6978,6 Triton Road,Jindalee,570000,3,3,2.0,480,270,2015.0,38700,Butler Station,1300,2019-04-01,6036,-31.63704457,115.6860942,BUTLER COLLEGE,2.6882321326130976,39.0,3.0,20143.10968863385,649155.8788598574,-79155.87885985745
6979,30 Callistemon Approach,Atwell,732500,4,2,2.0,815,318,2003.0,21800,Cockburn Central Station,2800,2019-04-01,6164,-32.1476962,115.8708369,ATWELL COLLEGE,0.7550099352523375,129.0,7.0,15250.810658793209,649155.8788598574,83344.12114014255
6980,18 Raeburn Crescent,Landsdale,510000,5,2,2.0,612,252,2003.0,17100,Whitfords Station,7100,2019-04-01,6065,-31.7985,115.85748,LANDSDALE CHRISTIAN SCHOOL,1.299980410323034,200.0,8.0,7648.598944782439,649155.8788598574,-139155.87885985745
6981,304A Marmion Street,Melville,640000,3,2,2.0,425,163,1999.0,11900,Fremantle Station,4800,2019-04-01,6156,-32.04491988,115.7954979,MELVILLE SENIOR HIGH SCHOOL,0.9520255309134342,61.0,13.0,3883.7087516049087,649155.8788598574,-9155.878859857447
6982,28 Colville Street,Waikiki,255000,3,1,6.0,681,110,1992.0,41200,Rockingham Station,2400,2019-04-01,6169,-32.31145,115.75585,SOUTH COAST BAPTIST COLLEGE,0.4618504392623075,54.0,4.0,4188.530946515991,649155.8788598574,-394155.87885985745
6983,23 Celebration Boulevard,Clarkson,445000,4,2,2.0,550,204,2007.0,32300,Clarkson Station,1100,2019-04-01,6030,-31.68344679,115.7306516,CLARKSON COMMUNITY HIGH SCHOOL,0.763908062437287,132.0,4.0,13776.922130226005,649155.8788598574,-204155.87885985745
6984,52A Aurelian Street,Palmyra,900000,4,2,2.0,570,223,2005.0,12500,Fremantle Station,3900,2019-04-01,6157,-32.04625,115.78572,MELVILLE SENIOR HIGH SCHOOL,1.8612342034945943,61.0,7.0,2951.266259959879,649155.8788598574,250844.12114014255
6985,163 William Street,Herne Hill,800000,2,1,,57364,130,1960.0,22900,Midland Station,9000,2019-04-01,6056,-31.81997,116.04408,SWAN CHRISTIAN COLLEGE,5.245386763660414,93.0,0.0,8500.107761189569,649155.8788598574,150844.12114014255
6986,30D Pearl Road,Cloverdale,400000,3,2,2.0,310,129,2012.0,8600,Burswood Station,4600,2019-04-01,6105,-31.96404616,115.9483788,BELMONT CITY COLLEGE,1.4353916763758356,57.0,13.0,6574.828050001136,649155.8788598574,-249155.87885985745
6987,217 Summerlakes Parade,Ballajura,550000,4,2,2.0,766,285,1992.0,12900,Warwick Station,7900,2019-04-01,6066,-31.83752,115.87957,BALLAJURA COMMUNITY COLLEGE,1.537020510356773,133.0,6.0,10541.516902280166,649155.8788598574,-99155.87885985745
6988,29 Pirianda Way,Aveley,426000,4,2,2.0,686,212,2007.0,21700,East Guildford Station,12000,2019-04-01,6069,-31.78842172,115.9828765,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.702368581880253,53.0,10.0,11859.046973069206,649155.8788598574,-223155.87885985745
6989,79 Blue Fin Drive,Golden Bay,495000,4,2,3.0,611,220,,54300,Mandurah Station,10600,2019-04-01,6174,-32.43208509,115.7652857,COMET BAY COLLEGE,1.823485660641282,35.0,0.0,17355.26563049897,649155.8788598574,-154155.87885985745
6990,79 Delamere Avenue,Currambine,421500,4,2,2.0,520,210,,26100,Currambine Station,1900,2019-04-01,6028,-31.74051,115.7414,PRENDIVILLE CATHOLIC COLLEGE,1.5848512045791372,60.0,6.0,7506.522375817214,649155.8788598574,-227655.87885985745
6991,21 Greenshank Close,East Cannington,372000,3,2,1.0,554,128,1995.0,11400,Beckenham Station,1500,2019-04-01,6107,-32.00993,115.95895,SEVENOAKS SENIOR COLLEGE,1.5952850962250735,114.0,7.0,9584.267864454348,649155.8788598574,-277155.87885985745
6992,16 Earnshaw Loop,Leeming,855000,4,3,2.0,700,284,1984.0,14000,Murdoch Station,1300,2019-04-01,6149,-32.07815,115.85282,LEEMING SENIOR HIGH SCHOOL,0.5188700438656696,89.0,14.0,9663.928649134616,649155.8788598574,205844.12114014255
6993,17 Bushey Road,Wembley Downs,1142500,3,1,2.0,440,170,1993.0,9700,Stirling Station,3800,2019-04-01,6019,-31.91012159,115.7694935,HALE SCHOOL,1.3712178067865746,6.0,18.0,6845.867614425319,649155.8788598574,493344.12114014255
6994,12 Robinia Rise,Helena Valley,722500,5,2,2.0,1223,204,1997.0,16800,Midland Station,3600,2019-04-01,6056,-31.91208,116.03053,SWAN VIEW SENIOR HIGH SCHOOL,3.030912321203468,149.0,4.0,2765.757676787655,649155.8788598574,73344.12114014255
6995,28 Hubbard Way,Medina,233500,3,1,,728,90,1954.0,32000,Kwinana Station,3900,2019-04-01,6167,-32.23552,115.80102,GILMORE COLLEGE,1.332241885508184,138.0,6.0,7796.8735387586385,649155.8788598574,-415655.87885985745
6996,19 Mataitai Loop,Cooloongup,269000,4,2,2.0,794,176,1985.0,39100,Rockingham Station,590,2019-04-01,6168,-32.29221,115.75553,KOLBE CATHOLIC COLLEGE,1.3688811958700482,97.0,12.0,2477.230307705365,649155.8788598574,-380155.87885985745
6997,16 Albillo Parade,Caversham,565000,4,2,2.0,450,209,2014.0,14500,East Guildford Station,3000,2019-04-01,6055,-31.86917955,115.9770799,GOVERNOR STIRLING SENIOR HIGH SCHOOL,2.461046034727723,130.0,4.0,3395.65241229342,649155.8788598574,-84155.87885985745
6998,9 Eagle Street,Craigie,430000,4,1,1.0,741,107,1973.0,19900,Whitfords Station,1900,2019-04-01,6025,-31.79201,115.76449,ST MARK'S ANGLICAN COMMUNITY SCHOOL,2.166936508624916,58.0,12.0,1521.2351021933482,649155.8788598574,-219155.87885985745
6999,29 Meecham Way,Karrinyup,900000,4,2,2.0,809,246,1977.0,12000,Warwick Station,2900,2019-04-01,6018,-31.8672,115.7815,CARINE SENIOR HIGH SCHOOL,1.6675573961552446,47.0,4.0,7373.16771747893,649155.8788598574,250844.12114014255
7000,17 Callaghan Way,Noranda,600000,4,2,3.0,731,262,1978.0,8700,Mount Lawley Station,6500,2019-04-01,6062,-31.87652,115.88234,MORLEY SENIOR HIGH SCHOOL,0.3361177920313973,100.0,10.0,8364.981259208547,649155.8788598574,-49155.87885985745
7001,6 Verrado Way,Clarkson,373000,3,2,2.0,350,171,2008.0,31600,Clarkson Station,500,2019-04-01,6030,-31.6896976,115.7329161,YOUTH FUTURES COMMUNITY SCHOOL,1.2464309593337692,200.0,10.0,13049.766936976255,649155.8788598574,-276155.87885985745
7002,8 Barrington Street,West Leederville,1210000,4,2,2.0,390,226,1958.0,2800,Leederville Station,524,2019-04-01,6007,-31.93590957,115.8360065,PERTH MODERN SCHOOL,1.0191330741254343,1.0,11.0,2887.9100144733497,649155.8788598574,560844.1211401426
7003,21B St Michael Terrace,Mount Pleasant,850000,3,2,2.0,501,116,1988.0,8500,Bull Creek Station,2300,2019-04-01,6153,-32.02747,115.84667,APPLECROSS SENIOR HIGH SCHOOL,1.1123718989558762,34.0,10.0,8121.796238575857,649155.8788598574,200844.12114014255
7004,60 Bancoura Parkway,Secret Harbour,725000,4,3,2.0,726,277,2009.0,52300,Warnbro Station,9800,2019-04-01,6173,-32.414327,115.75566,COMET BAY COLLEGE,0.7085248392730796,35.0,4.0,15270.256811520483,649155.8788598574,75844.12114014255
7005,9 Grassbird Loop,Yangebup,390000,4,1,2.0,700,105,1984.0,18100,Cockburn Central Station,3800,2019-04-01,6164,-32.11128,115.82098,DIVINE MERCY COLLEGE,1.5425392474288253,200.0,4.0,9071.258407691255,649155.8788598574,-259155.87885985745
7006,18 Noora Way,Quinns Rocks,642000,5,3,2.0,615,266,2002.0,35500,Butler Station,3300,2019-04-01,6030,-31.6649,115.69718,ALKIMOS BAPTIST COLLEGE,1.3315416267271545,200.0,9.0,16897.224856252567,649155.8788598574,-7155.8788598574465
7007,104 Fitzroy Road,Rivervale,410000,4,2,1.0,447,120,1995.0,5400,Burswood Station,1400,2019-04-01,6103,-31.961347,115.914738,ST CLARE'S SCHOOL,1.23253690983357,200.0,7.0,3390.7753303842514,649155.8788598574,-239155.87885985745
7008,1/38 Brandon Street,Kensington,600000,3,2,,631,104,2007.0,3600,Vic,2400,2019-04-01,6151,-31.97954972,115.8793322,WESLEY COLLEGE,1.2649124997188403,37.0,20.0,2569.424759290215,649155.8788598574,-49155.87885985745
7009,16 Canna Place,Wanneroo,1100000,6,2,,14900,250,1982.0,23800,Joondalup Station,4500,2019-04-01,6065,-31.74138,115.81472,WANNEROO SECONDARY COLLEGE,1.835330457136502,131.0,0.0,7547.724383509439,649155.8788598574,450844.12114014255
7010,280a Cape Street,Yokine,797500,4,2,2.0,384,256,2007.0,5700,Glendalough Station,2500,2019-04-01,6060,-31.9025148,115.8446984,SERVITE COLLEGE,1.044298403499196,65.0,20.0,5495.427921691883,649155.8788598574,148344.12114014255
7011,20 Naval Parade,Ocean Reef,730000,4,2,2.0,728,250,1989.0,24600,Joondalup Station,3300,2019-04-01,6027,-31.75753,115.73605,OCEAN REEF SENIOR HIGH SCHOOL,0.3105210539369472,83.0,14.0,6170.906538906087,649155.8788598574,80844.12114014255
7012,23 Lyell Grove,Woodvale,711000,4,2,2.0,750,232,1988.0,20300,Edgewater Station,1200,2019-04-01,6026,-31.77978,115.78808,WOODVALE SECONDARY COLLEGE,1.6952348377139357,77.0,12.0,2599.309856762016,649155.8788598574,61844.12114014255
7013,21A Hodge Street,Willagee,545000,3,2,2.0,610,164,2001.0,12600,Fremantle Station,4800,2019-04-01,6156,-32.05205439,115.7966378,MELVILLE SENIOR HIGH SCHOOL,1.0488398140287871,61.0,18.0,3915.225895538732,649155.8788598574,-104155.87885985745
7014,87 Claremont Crescent,Swanbourne,815000,3,1,2.0,481,94,1976.0,8900,Swanbourne Station,92,2019-04-01,6010,-31.98201016,115.7716077,SCOTCH COLLEGE,0.1786793488566772,24.0,14.0,3291.22587555663,649155.8788598574,165844.12114014255
7015,16 Camellia Loop,Forrestfield,472500,3,2,3.0,600,278,2006.0,15500,Midland Station,9600,2019-04-01,6058,-31.976247,116.02059,HILLSIDE CHRISTIAN COLLEGE,0.4980723409930081,200.0,4.0,9407.7560830091,649155.8788598574,-176655.87885985745
7016,60 Camargue Drive,Brigadoon,987500,4,2,2.0,25328,302,,25700,Midland Station,12300,2019-04-01,6069,-31.789441,116.051677,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,6.284777180681738,53.0,0.0,11946.26882119947,649155.8788598574,338344.12114014255
7017,103A Flinders Street,Mount Hawthorn,570000,3,1,3.0,365,93,1989.0,4300,Glendalough Station,1500,2019-04-01,6016,-31.91800317,115.83859,ARANMORE CATHOLIC COLLEGE,1.0971177100968934,106.0,29.0,4158.114107749911,649155.8788598574,-79155.87885985745
7018,103B Goddard Street,Lathlain,500000,3,1,1.0,486,121,1991.0,5000,Burswood Station,1000,2019-04-01,6100,-31.96405,115.90943,ST CLARE'S SCHOOL,0.7918436015548935,200.0,9.0,2968.892250420477,649155.8788598574,-149155.87885985745
7019,11 Poseidon Road,Heathridge,570000,4,2,2.0,591,249,1999.0,22700,Edgewater Station,2400,2019-04-01,6027,-31.76834,115.75391,BELRIDGE SECONDARY COLLEGE,0.905235808443886,102.0,11.0,4219.757359635408,649155.8788598574,-79155.87885985745
7020,25 Driver Road,Darch,506000,4,2,2.0,660,231,2003.0,15700,Greenwood Station,6300,2019-04-01,6065,-31.8111,115.84892,ASHDALE SECONDARY COLLEGE,0.7042109752118235,75.0,11.0,6925.297939197483,649155.8788598574,-143155.87885985745
7021,54 Rayner Drive,Landsdale,495000,4,2,2.0,598,199,2002.0,15700,Greenwood Station,7300,2019-04-01,6065,-31.81131,115.85977,LANDSDALE CHRISTIAN SCHOOL,0.8618313232451762,200.0,16.0,7942.139321868834,649155.8788598574,-154155.87885985745
7022,104 Boundary Road,St James,600000,3,2,1.0,703,127,,7200,Welshpool Station,2000,2019-04-01,6102,-32.0039,115.90466,CANNING COLLEGE,0.9402135050401882,200.0,17.0,5795.230223746722,649155.8788598574,-49155.87885985745
7023,86 Stirling Crescent,High Wycombe,400000,3,2,2.0,543,131,2004.0,14200,Midland Station,4100,2019-04-01,6057,-31.92788763,116.0062991,YOUTH FUTURES COMMUNITY SCHOOL,3.962716502792981,200.0,0.0,4063.251710122626,649155.8788598574,-249155.87885985745
7024,21b Ernest Street,Safety Bay,385000,3,1,1.0,465,99,1979.0,41400,Rockingham Station,3400,2019-04-01,6169,-32.30791,115.73221,SAFETY BAY SENIOR HIGH SCHOOL,0.9704857301350904,136.0,8.0,3326.4851911199253,649155.8788598574,-264155.87885985745
7025,29 Boynton Gardens,Iluka,700000,5,2,2.0,713,261,2001.0,27600,Currambine Station,1600,2019-04-01,6028,-31.728,115.73367,LAKE JOONDALUP BAPTIST COLLEGE,2.8289108149392503,80.0,13.0,9077.563925145952,649155.8788598574,50844.12114014255
7026,86 Lookout Drive,Yanchep,355000,3,2,2.0,440,158,,50700,Butler Station,12500,2019-04-01,6035,-31.5410624,115.6272662,YANCHEP SECONDARY COLLEGE,1.993071585105039,200.0,6.0,32175.93170571356,649155.8788598574,-294155.87885985745
7027,17A Blaven Way,Ardross,1300000,4,3,2.0,450,256,2009.0,8400,Canning Bridge Station,2300,2019-04-01,6153,-32.02649539,115.8413526,APPLECROSS SENIOR HIGH SCHOOL,0.6718806287463703,34.0,8.0,7771.248723276428,649155.8788598574,650844.1211401426
7028,17 Bernier Close,Waikiki,255000,3,1,2.0,494,90,1996.0,40700,Rockingham Station,2100,2019-04-01,6169,-32.30871,115.76144,SOUTH COAST BAPTIST COLLEGE,0.8270007482268313,54.0,8.0,4206.972470535788,649155.8788598574,-394155.87885985745
7029,103 Aurelian Street,Palmyra,1210000,4,2,2.0,1035,179,1999.0,12100,Fremantle Station,4600,2019-04-01,6157,-32.04544,115.79299,MELVILLE SENIOR HIGH SCHOOL,1.1797937487022994,61.0,12.0,3640.587965661666,649155.8788598574,560844.1211401426
7030,87/99 Herdsman Parade,Wembley,150000,1,1,2.0,106,53,1971.0,5300,Daglish Station,2500,2019-04-01,6014,-31.92993937,115.8097236,BOLD PARK COMMUNITY SCHOOL,1.4405009705612526,200.0,16.0,4065.428105580428,649155.8788598574,-499155.87885985745
7031,30 Staines Street,Lathlain,685000,4,2,6.0,409,200,2002.0,4900,Vic,335,2019-04-01,6100,-31.97144,115.90572,ST CLARE'S SCHOOL,0.2753365558982749,200.0,10.0,3001.6215000246625,649155.8788598574,35844.12114014255
7032,61 Mabel Street,North Perth,1150000,4,2,3.0,491,118,1940.0,3100,Leederville Station,2100,2019-04-01,6006,-31.92462,115.85431,ARANMORE CATHOLIC COLLEGE,1.0864045376234326,106.0,19.0,2882.4693640877267,649155.8788598574,500844.12114014255
7033,9 Fontina Road,Spearwood,687000,4,2,2.0,438,182,2015.0,18700,Fremantle Station,6500,2019-04-01,6163,-32.10457216,115.7760074,PORT SCHOOL,2.4082830346911703,200.0,8.0,6190.971047939409,649155.8788598574,37844.12114014255
7034,29 Greenshank Road,Harrisdale,450000,4,2,2.0,480,158,2010.0,20100,Cockburn Central Station,6800,2019-04-01,6112,-32.12251267,115.9307151,CAREY BAPTIST COLLEGE,1.2970842627362182,62.0,11.0,18318.717037136383,649155.8788598574,-199155.87885985745
7035,1 Sapium Way,Woodvale,565000,4,2,4.0,546,204,,18500,Whitfords Station,1400,2019-04-01,6026,-31.79484,115.79616,WOODVALE SECONDARY COLLEGE,0.4816010365970124,77.0,13.0,1972.1943439883307,649155.8788598574,-84155.87885985745
7036,12 Crossland Way,Kardinya,588000,4,2,2.0,472,144,,12400,Murdoch Station,2900,2019-04-01,6163,-32.05896842,115.820678,NORTH LAKE SENIOR CAMPUS,1.7436307644376634,200.0,13.0,6231.884167425685,649155.8788598574,-61155.87885985745
7037,86 Morley Drive,Tuart Hill,1050000,3,1,,888,98,1960.0,7300,Stirling Station,3100,2019-04-01,6060,-31.88943,115.83666,SERVITE COLLEGE,1.503783395372784,65.0,15.0,7115.828859607237,649155.8788598574,400844.12114014255
7038,6 Yabera Road,Forrestfield,485000,4,2,2.0,510,182,2013.0,14800,Midland Station,9600,2019-04-01,6058,-31.97753461,116.0123225,DARLING RANGE SPORTS COLLEGE,0.2499953079571005,137.0,12.0,9496.465390684916,649155.8788598574,-164155.87885985745
7039,7 Spur Place,Bullsbrook,610000,4,2,2.0,25191,191,1990.0,38900,Midland Station,27600,2019-04-01,6084,-31.64913544,116.0633672,HOLY CROSS COLLEGE,16.183115232398958,98.0,0.0,27398.445906412995,649155.8788598574,-39155.87885985745
7040,177 Egina Street,Mount Hawthorn,830000,2,1,4.0,491,120,1936.0,4900,Glendalough Station,865,2019-04-01,6016,-31.91437,115.83196,SERVITE COLLEGE,1.3072302821574924,65.0,17.0,4842.526695024626,649155.8788598574,180844.12114014255
7041,16 Bertholet Rise,Secret Harbour,310000,3,2,2.0,610,170,2008.0,51000,Warnbro Station,8600,2019-04-01,6173,-32.403838,115.770263,COMET BAY COLLEGE,1.4956801601874468,35.0,8.0,14365.858029186702,649155.8788598574,-339155.87885985745
7042,8 Wilsmore Street,Daglish,1300000,4,2,2.0,809,231,1984.0,4900,Daglish Station,622,2019-04-01,6008,-31.95098,115.80634,SHENTON COLLEGE,1.01961109315527,14.0,14.0,1719.8425643289215,649155.8788598574,650844.1211401426
7043,20 Munich Link,Piara Waters,485000,4,2,2.0,561,160,,19900,Cockburn Central Station,5200,2019-04-01,6112,-32.12476672,115.9136889,CAREY BAPTIST COLLEGE,2.527050100493016,62.0,6.0,17002.08876346138,649155.8788598574,-164155.87885985745
7044,12 Connelly Place,Mount Helena,550000,4,2,2.0,2001,241,2010.0,35400,Midland Station,20800,2019-04-01,6082,-31.86496288,116.2192106,EASTERN HILLS SENIOR HIGH SCHOOL,1.0050904843394763,105.0,4.0,19655.311887848,649155.8788598574,-99155.87885985745
7045,10 Conrad Way,Currambine,597000,5,2,2.0,719,237,2002.0,26300,Currambine Station,982,2019-04-01,6028,-31.73359,115.75236,LAKE JOONDALUP BAPTIST COLLEGE,0.9598963557988546,80.0,2.0,7840.498773432161,649155.8788598574,-52155.87885985745
7046,29 Waitch Loop,Beeliar,405000,4,2,,480,132,2001.0,20700,Cockburn Central Station,4000,2019-04-01,6164,-32.13478,115.81716,DIVINE MERCY COLLEGE,1.352666324086368,200.0,8.0,10924.266835034334,649155.8788598574,-244155.87885985745
7047,88 Otisco Crescent,Joondalup,570000,4,2,2.0,747,202,1992.0,26400,Currambine Station,998,2019-04-01,6027,-31.73156,115.75757,LAKE JOONDALUP BAPTIST COLLEGE,0.7520374503751803,80.0,7.0,7930.61582969023,649155.8788598574,-79155.87885985745
7048,52 Sycamore Drive,Duncraig,862500,4,2,6.0,763,250,1988.0,13800,Warwick Station,481,2019-04-01,6023,-31.84175,115.79264,GREENWOOD COLLEGE,1.723896391608041,86.0,14.0,4775.549053654196,649155.8788598574,213344.12114014255
7049,16 Wandana Grove,Currambine,605000,4,2,2.0,616,214,1998.0,26600,Currambine Station,1500,2019-04-01,6028,-31.73537,115.74011,LAKE JOONDALUP BAPTIST COLLEGE,2.029498643219432,80.0,5.0,8074.223658974144,649155.8788598574,-44155.87885985745
7050,107 Ridgewood Boulevard,Ridgewood,340000,4,2,2.0,620,165,,34700,Clarkson Station,3500,2019-04-01,6030,-31.662339,115.723146,ALKIMOS BAPTIST COLLEGE,1.2479079423279649,200.0,10.0,16228.376107793994,649155.8788598574,-309155.87885985745
7051,57 San Sebastian Boulevard,Port Kennedy,295000,4,2,2.0,600,147,2002.0,46300,Warnbro Station,3800,2019-04-01,6172,-32.361015,115.767152,WARNBRO COMMUNITY HIGH SCHOOL,1.8773835917824004,133.0,8.0,9698.379931489611,649155.8788598574,-354155.87885985745
7052,156 Harpenden Street,Huntingdale,399000,4,2,2.0,641,146,1999.0,17400,Thornlie Station,4200,2019-04-01,6110,-32.08459,115.95786,THORNLIE SENIOR HIGH SCHOOL,2.0439430222122343,125.0,11.0,16060.812762595597,649155.8788598574,-250155.87885985745
7053,22 North Avenue,Bullsbrook,259000,3,1,,842,151,1960.0,36200,Midland Station,25800,2019-04-01,6084,-31.66076685,116.0284504,HOLY CROSS COLLEGE,13.52105028199775,98.0,7.0,25735.015987631712,649155.8788598574,-390155.87885985745
7054,65a Beamish Avenue,Brentwood,1045000,4,2,2.0,489,206,2005.0,10000,Bull Creek Station,691,2019-04-01,6153,-32.041775,115.85801,ALL SAINTS' COLLEGE,1.2060949965137784,21.0,12.0,9637.467093887348,649155.8788598574,395844.12114014255
7055,18 Kingsland Avenue,City Beach,2000000,4,3,,1174,306,2001.0,9400,Grant Street Station,6100,2019-04-01,6015,-31.93161096,115.7621262,NEWMAN COLLEGE,2.559011845310576,44.0,15.0,5255.635593879224,649155.8788598574,1350844.1211401424
7056,107 Papago Loop,Brabham,468000,4,2,2.0,512,203,2013.0,17900,Guildford Station,9000,2019-04-01,6055,-31.81837355,115.9633958,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,3.389698620447445,53.0,4.0,9041.949839112494,649155.8788598574,-181155.87885985745
7057,27 Majorca Elbow,Hocking,581000,4,2,2.0,626,211,2005.0,20500,Edgewater Station,4100,2019-04-01,6065,-31.77035836,115.8216519,WANNEROO SECONDARY COLLEGE,1.519054602806414,131.0,6.0,5455.1063638516425,649155.8788598574,-68155.87885985745
7058,22B Connolly Street,Wembley,1121000,3,2,2.0,339,180,2002.0,3500,Subiaco Station,585,2019-04-01,6014,-31.93958043,115.825515,PERTH MODERN SCHOOL,1.1945920608435248,1.0,8.0,3615.778784942601,649155.8788598574,471844.12114014255
7059,22B Dunholme Street,Osborne Park,340000,2,1,3.0,911,84,1970.0,7000,Glendalough Station,2000,2019-04-01,6017,-31.89704,115.8223,SERVITE COLLEGE,1.2425757301406248,65.0,6.0,6950.068925561356,649155.8788598574,-309155.87885985745
7060,3 Tuscany Place,Caversham,415000,4,2,2.0,635,172,2000.0,13600,Success Hill Station,4000,2019-04-01,6055,-31.86484,115.96017,KIARA COLLEGE,2.752318826850353,200.0,5.0,3993.1788677623226,649155.8788598574,-234155.87885985745
7061,19 Hazlett Place,Waikiki,330000,4,2,2.0,1063,149,1992.0,41000,Rockingham Station,2200,2019-04-01,6169,-32.30982,115.75645,SOUTH COAST BAPTIST COLLEGE,0.6241000740984495,54.0,4.0,4056.4856856568144,649155.8788598574,-319155.87885985745
7062,19 Cobden Street,Bayswater,785000,4,2,4.0,469,170,1950.0,6700,Bayswater Station,779,2019-04-01,6053,-31.92103721,115.9200419,CHISHOLM CATHOLIC COLLEGE,2.1222735245480875,29.0,10.0,5442.303588977694,649155.8788598574,135844.12114014255
7063,7 Margaret Road,Secret Harbour,710000,4,2,2.0,680,250,2007.0,52400,Warnbro Station,9900,2019-04-01,6173,-32.4137698,115.7492752,COMET BAY COLLEGE,1.3084474265591892,35.0,2.0,15144.465836791796,649155.8788598574,60844.12114014255
7064,12 Janet Street,West Perth,980000,4,2,2.0,316,261,2011.0,1700,Leederville Station,1100,2019-04-01,6005,-31.93784,115.85151,ARANMORE CATHOLIC COLLEGE,1.4336459712861764,106.0,14.0,1646.7626757755784,649155.8788598574,330844.12114014255
7065,71 Amethyst Parkway,Aveley,572000,4,2,3.0,660,300,,22300,East Guildford Station,12900,2019-04-01,6069,-31.78046558,115.9810791,HOLY CROSS COLLEGE,1.0683362435088657,98.0,12.0,12758.566568280028,649155.8788598574,-77155.87885985745
7066,8 Dalmeny Link,Burns Beach,591000,4,2,2.0,480,209,2011.0,28000,Currambine Station,1700,2019-04-01,6028,-31.72456365,115.7326205,LAKE JOONDALUP BAPTIST COLLEGE,3.079922420473531,80.0,22.0,9464.100988580332,649155.8788598574,-58155.87885985745
7067,8 Plume Court,Lesmurdie,530000,4,2,4.0,960,178,1976.0,20100,Madding,9200,2019-04-01,6076,-32.0027,116.06363,ST BRIGID'S COLLEGE,1.282806384930853,99.0,10.0,13202.526180695822,649155.8788598574,-119155.87885985745
7068,3 Bancroft Ramble,Landsdale,550000,4,2,2.0,729,240,2000.0,17000,Whitfords Station,7300,2019-04-01,6065,-31.79926,115.85991,LANDSDALE CHRISTIAN SCHOOL,1.0830254942602255,200.0,12.0,7875.505620425731,649155.8788598574,-99155.87885985745
